sample,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-48,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-47,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-10,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-9,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-8,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-1,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-14,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-13,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-12,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-11,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-15,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-17,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-16,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-19,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-18,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-2,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-21,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-20,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-23,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-22,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-24,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-29,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-25,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-26,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-27,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-28,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-3,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-36,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-35,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-39,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-30,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-31,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-32,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-33,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-34,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-38,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-37,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-42,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-41,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-40,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-44,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-43,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-4,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-45,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-46
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.02948,0.00906,0.03817,0.00078,1.76415,0.73747,0.0213,0.11267,0.06779,0.11602,0.0471,2.6717,5.41451,0,0.28731,0.00099,0.18205,0.03386,0.08738,0.1146,0.14825,0.00558,0.11516,0.33073,0,0.02131,0.68516,20.96534,0.90934,0.21989,0,0,0.21377,0.04051,0.0197,0.00104,0.10128,0.06051,0,0.85667,0.13149,4.74441,0.01841,0.0326,5.38388
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,0.02925,0,0.00107,0.10977,0.00392,0,1.42489,0.07984,0.34077,0,0.61517,0.00604,0.00594,0.00363,0.01234,0,0.32263,0.00282,0.23388,0.58941,0,0.26645,0.07898,0.42746,0.21784,0.13244,0.15412,0,0.4591,0.12413,0,0.03951,0.0339,0.86295,0,0.03925,0,0.20047,0.59105,0.05554,0.51119,0,0.00031,0.66892,0.11776
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae,0.02659,0.07679,0.07329,0.00465,1.16573,0.17604,0.10714,0.47554,0.04237,0.02799,0.01896,0.17948,0.75711,0.01758,0.70708,0.29878,0.04669,0.12222,0.00619,0.48375,0.07983,0.00104,0,0.03092,1.35333,0.01124,0.02568,0.23115,0,0.96893,0.07504,6.00E-04,0.01154,0.01476,0,0.04129,0.11727,0.06614,0,0.16947,0.26775,0.01761,0,0.06231,0.44975
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,0.02501,0.19651,0.01191,2.34882,9.75916,0,3.25949,1.71781,1.22711,0.06214,1.41107,0.64538,1.84298,0.05988,0.40672,1.9298,0.0106,0.56242,1.09648,0.29601,0,0.46759,0,2.43572,0.73553,0.02082,0.00941,0.22567,0.87642,0.63719,0.1798,4.07146,3.84939,2.56194,0,2.0603,0.02125,0.02592,0,3.17074,2.26998,0.32362,0.1678,1.59869,1.2909
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae,0.01176,0,0,0.026,0,0,0,0,0,0,0.01716,0,0,0,0,0,0,0,0,0,0.01111,0,0.04432,0,0,0,0,0,0,0.014,0,0,0.00315,0,0.00408,0,0,0,0,0.01589,0,0,0.00478,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname,0.00786,0,0,0.00507,0.05025,0.00646,0.04623,0,0.01305,0,0.10143,0,0.38461,0,0.00666,0.16637,0.22272,0.02816,0.04126,0.14392,0.02402,0.10692,0.04194,0.0036,0.01115,0,0,0.08165,0.00365,0.01317,0,0,0.09274,0.06154,0.00759,0,0,0.00182,0.0204,0.00213,0,0.02044,0,0.00718,0.00755
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.00457,0.00812,0,0,0,0.13025,0.44461,0,0.00208,0.01665,0,0.40907,0.08364,0.05504,0.03946,0.24247,0.01292,0,0.00438,0.00183,0.00268,0.02884,0.03273,0.01585,0.01267,0.00894,0,0,0.07262,0.00521,0,0,0,0.28576,0,0.25591,0.94454,0.08369,0,0.0342,0,0.11851,0.04911,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,0.00114,0,0.01033,0,0.01072,0,0,0.01037,0.00543,0.00659,0,0,0,0.00572,0,0,0,0.00062,0,0,0,0,0,0,0,0,0.00908,0.03314,0,0,0,0,0,0.00591,0.00159,0,0.00984,0,0,0.00049,0.0318,0.14577,0.01034,0,0.01789
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,0.00068,0.00873,0.09914,0,0,0,0.07069,0.00486,0.02353,0,0.02921,0.00033,0,0,0.00582,0.07255,0.00243,0.01191,0.03112,0.00784,0.05607,0.0993,0,0.0065,0.00505,0.00129,0,0.00184,0.02092,0.17234,0,0,0.01091,0,0,0.00026,0,0,0.02752,0,0,0.00491,0.0067,0.00593,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,78.12509,6.40731,31.2372,0.1148,0.64824,0.08253,0.29789,56.69574,0.33202,0.28458,0.18793,0.13253,0.13883,90.59761,48.40091,0.09272,44.82079,0.24298,0.02109,0.03064,0.00621,0.01815,0.14395,0.05902,0.07929,92.43342,2.2714,0.13034,0.01606,48.3982,83.51682,0.10272,0.00624,0.17701,89.97343,0.55502,82.24441,72.14858,63.88457,0.87554,29.13181,49.05027,81.73493,0.21752,1.32273
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,6.88872,1.80262,14.19731,83.11237,32.78611,71.77639,31.01422,10.70464,44.77209,77.08907,78.69422,72.40277,45.77,1.00028,7.51001,75.42034,43.12589,53.14137,54.95187,70.60208,79.22661,41.6789,86.00708,32.28948,33.82527,2.56197,6.59223,5.66309,53.65856,7.51238,1.04081,29.78336,39.57344,38.96579,0.28793,53.38559,2.79581,6.11117,10.57064,63.59528,15.19287,12.04845,1.15784,21.02698,47.95022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,6.17954,5.51491,24.95389,1.65996,31.83978,0.01282,5.45474,5.59924,28.22863,11.19599,4.22577,4.57318,19.76476,0.5917,4.51602,0.03054,1.41295,16.62323,36.42356,2.97393,0.00993,17.22657,0.95697,22.14854,10.11456,0.37928,4.64568,41.22341,20.1536,4.77986,2.26954,43.19743,32.66351,40.3464,0.2389,21.82853,0.8145,0.04205,17.24395,12.20018,8.9105,9.98589,6.01695,9.64714,15.8252
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,5.10882,1.19128,0.91623,0,0,21.71551,0.07032,0,0,0,0.00954,1.92442,0.01906,0,0,0.00852,0.67231,9.77066,0,0,1.76671,0,0,0,0,1.45796,0,1.177,0,0,0,0,0,0,0.08691,0,0.03769,0,0,0,0,0,0.05048,0.00124,0.00566
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,0.7061,1.65635,5.88075,0.01919,6.47637,3.39754,5.9557,8.83155,5.60794,5.60673,5.99005,4.45254,5.16617,5.19187,18.19542,0.48262,0.76898,2.55597,1.00253,3.43741,2.0997,6.55212,0.71282,9.84453,19.63205,0.79465,3.04525,0.95032,2.60779,25.75185,1.13592,6.08689,1.2133,3.14782,0.0293,2.94333,2.43112,8.4498,0.21648,4.09193,18.8366,0.32308,1.73636,26.56674,3.95288
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,0.52448,76.24891,1.87305,0.10425,0.39491,0.33688,2.91475,0.89605,6.20117,0.12562,0.15023,1.2487,0.56298,0.01944,2.75579,0.36058,1.08233,0.01912,0.01082,0.954,1.96361,0.9518,3.84282,0.26256,3.23288,0.28736,61.56657,20.77801,0.06241,5.01386,0.3563,0.2664,0.13138,0.3617,8.28811,0.56692,0.29633,2.56518,0.27427,1.4641,0.28955,0.42061,2.00547,0.45502,7.38409
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,0.4825,0,0.01064,0.05958,0,0.3352,0,0.31086,0,0.00826,0.04388,0.04264,0,0.14336,2.23291,0.06331,0.00483,0,0,0.09057,0.13526,0.00429,0.26042,0,0.08776,0,13.97849,0,0,0.23159,0.2429,0,0.03283,0.03724,0.01946,0.00948,0.01138,0.32805,0.16928,0.53641,0.19361,13.09363,0.15892,0.01198,0.05077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,0.42962,0.30068,0.60086,0.64884,0.48098,0,4.45891,0.17308,1.65411,0.03233,0.71264,0.12296,0.49114,0.07722,0.31676,0,0.06182,0.32143,0.86293,0.39987,0,1.54372,0,0.10531,0.32986,0,0.05805,0.03212,0.04284,0.49098,0.02506,0.38726,4.06696,1.95743,0.00136,0.03153,0.00472,0,0,1.18972,0.09113,0.15593,0.33234,0.65404,0.64107
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,0.32255,0.24232,0.33458,2.30663,1.75897,0.66424,4.15125,1.14439,3.11038,0.64578,3.0114,1.90419,0.74351,0.13725,0.58971,1.40003,1.8936,1.8388,2.41066,8.19848,4.3578,4.72813,3.50304,0.62804,4.37151,0.03836,0.26464,1.49011,5.10528,0.22797,0.13015,1.30711,2.46259,2.91556,0.01153,1.353,0.17526,0.40348,3.82328,0.6435,2.85404,1.29924,0.11042,0.55855,0.63349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,0.2833,0.80116,2.04896,1.37681,1.87548,0.09496,3.80919,1.44237,1.68743,0.65805,1.43499,0.98749,1.07256,0.23868,0.7148,0.61114,0.65868,1.6474,0.38645,1.41991,5.49405,3.1203,1.9218,1.97746,16.7322,0.1294,0.5949,0.05795,1.79369,0.91761,0.17861,0.38737,0.21611,0.65891,0.02062,0.93939,0.03035,0.31192,1.06368,0.32834,1.5815,0.449,0.45872,5.65349,1.386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,0.21949,0.02549,0.19424,3.81696,0,0,0.00481,1.72102,0,0,0,0.00079,0,0.6245,0.78094,0,0.09211,4.85282,0,0,0,4.19409,0.00451,0,0,0,0.00119,0.54081,0.78941,0,0,0.00138,0,0.00044,0.00157,2.4266,0.02561,0,0,0.58388,2.18806,0.0242,0.12365,0,0.41091
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas,0.18901,0,0.14611,0.80146,0.03919,0.00422,0.0398,0.02597,0.0162,0.01197,0.46351,1.83864,11.13188,0.01315,0.04855,1.47186,0.0108,0.01445,0,0.00549,0,0.02646,0,7.79888,0,0,0.0267,0.00484,0.15718,0,0,0,0,0.00536,0.00958,0.03335,0.08162,1.57354,0,0.00865,0.03947,0,0.0221,0.00513,0.00308
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0.18512,0.25152,4.62855,0.0136,6.00007,0.12784,12.85397,0.55475,0.01164,2.82703,0.40114,3.55257,2.13814,0.38999,3.08434,0.02367,1.0576,1.02567,0.02989,1.08475,1.6551,6.71709,0.9607,16.79476,1.18161,1.43587,1.21602,0.21692,1.36284,2.01794,2.26814,0.21772,0.46684,1.99947,0.00396,3.96493,0.3623,3.06711,0.01375,0.91575,2.79808,0.37296,0.34071,0.05148,0.10263
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,0.09468,0.00085,0,0,0,0,10.49829,0,0,0,0,0,0,0.11021,0.45819,0.00495,0,0,0,0,0.89944,1.39146,0,0.75449,0.94014,0,0,0.26882,0,0,0,0,0.14772,0.14529,0.00137,0,0,0,0,0,0.52862,0,0,0,0.00107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,0.04817,0.40633,0.7095,0.00589,1.38724,0.17331,0.85355,0.82146,5.32576,0.23212,0.44343,1.06956,0.61394,0.18368,0.85315,0.17637,0.62351,1.83332,0.81349,0.09436,0.16804,0.18419,0.03491,1.00385,0.48004,0.06951,0.44843,0.31549,0.46506,0.84274,0.05697,2.12314,4.09471,2.07649,0.22717,0.58256,0.24568,0.01681,0.06184,0.52583,1.9708,0.07949,0.07329,0.05578,0.97419
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter,0.0401,0,0,0,0.12477,0,0.00212,0,0,0,0,0,0,0,0,0.03812,0,0,0,0,0,0,0,0,0,0,0,0.39636,0,0.14575,0,0.06109,0,0,0,0,0,0,0,0.00951,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.02948,0.00906,0.03817,0.00078,1.76415,0.73747,0.0213,0.11267,0.06779,0.11602,0.0471,2.6717,5.41451,0,0.28731,0.00099,0.18205,0.03386,0.08738,0.1146,0.14825,0.00558,0.11516,0.33073,0,0.02131,0.68516,20.96338,0.90934,0.21989,0,0,0.21377,0.04051,0.0197,0.00104,0.10128,0.06051,0,0.85667,0.13149,4.73275,0.01841,0.0326,5.38388
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname,0.02925,0,0.00107,0.10977,0.00392,0,1.42489,0.07984,0.34077,0,0.61517,0.00604,0.00594,0.00363,0.01234,0,0.32263,0.00282,0.23388,0.58941,0,0.26645,0.07898,0.42746,0.21784,0.13244,0.15412,0,0.4591,0.12413,0,0.03951,0.0339,0.86295,0,0.03925,0,0.20047,0.59105,0.05554,0.51119,0,0.00031,0.66892,0.11776
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.02659,0.07679,0.07329,0,1.16573,0.17353,0.10543,0.4581,0.01807,0.02799,0,0.17948,0.48887,0.01758,0.70426,0.29419,0.04341,0.07774,0,0.47389,0.07983,0,0,0.03025,1.32087,0.01124,0.02568,0.22989,0,0.86851,0.07504,6.00E-04,0,0.01476,0,0.03583,0.11727,0.06614,0,0.10201,0.14335,0.01761,0,0,0.44746
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0.02501,0.16656,0,0,0,0,0,0.937,0.43147,0,0,0,0,0.02227,0,0,0,0,0,0,0,0.22238,0,0,0,0,0,0,0,0,0.00477,2.20431,0,0,0,0.28817,0,0,0,0,1.93504,0.13152,0,0.01574,0.11677
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,0.01533,0,0.00705,0.02605,0.18348,0,2.03703,0.31603,0.3265,0.00045,0.49394,0.00632,0.18857,0.01283,0.00811,0,0.35809,0.00799,0.11536,0.20661,0,0.60773,0.11424,0.54911,0.22423,0.02882,0.11042,0,0.18541,0.09417,0,0.03883,0.61065,0.39469,0,0.00627,0,0.07217,0.02522,0.02537,0.21668,0,0,0.41454,0.03023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,0.01416,0.01713,2.25963,1.22581,2.14344,0,0.74757,0.01335,0.00681,0.11302,0.23121,0.00187,0.32545,0.3008,0.21661,2.57485,0.20243,0.02946,0.002,7.43824,0.56176,0.7286,0,0.24396,2.35564,0.0064,1.52516,0.10291,0.09371,0.03049,0.177,0.59295,0.3659,0.36491,0,0.16327,0.02842,1.60984,0,1.14408,1.0474,0.03197,0.12616,0.13814,1.41738
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus,0.01176,0,0,0.026,0,0,0,0,0,0,0.01716,0,0,0,0,0,0,0,0,0,0.01111,0,0.04432,0,0,0,0,0,0,0.014,0,0,0.00315,0,0.00408,0,0,0,0,0.01589,0,0,0.00478,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0.00786,0,0,0.00507,0.04675,0.00646,0.04623,0,0.00271,0,0.101,0,0.38461,0,0.00666,0.16209,0.21873,0.02816,0.04126,0.14045,0.02402,0.052,0.04194,0.0036,0.01115,0,0,0.08165,0.00365,0.01317,0,0,0.09274,0.06154,0.00759,0,0,0.00182,0.01755,0.00213,0,0.02044,0,0.00718,0.00755
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella,0.00501,0.01911,0,0,0.00346,0,0,0.01738,0.02656,0,0.00125,0.13862,0.3982,0.03566,0.01453,0.2082,0.00361,0,0.01112,0,0.00779,0.00701,0,0.03821,0,0.0076,0.03314,0.21178,0,0.00592,0,0.00257,0.02562,0.25551,0.00811,0.01778,0.30513,0.01829,0.00765,0.00165,0,1.20961,0.17159,0,0.0095
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0.00457,0.00812,0,0,0,0.13025,0.44461,0,0.00208,0.01665,0,0.40907,0.08364,0.05322,0.03946,0.24164,0.01292,0,0.00438,0.00183,0.00268,0.02884,0.03273,0.01585,0.01267,0.00894,0,0,0.07262,0.00521,0,0,0,0.28576,0,0.25591,0.92019,0.08369,0,0.0342,0,0.11851,0.04911,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.00189,0.05502,0.91815,0.02633,0.21142,0.03303,0.21396,0.00631,0.0079,0.06617,0.159,0.01717,0.08067,0.03879,0.05423,0.00191,0.32871,0.75516,0.02424,0.27389,0.36817,0.12058,0.01014,0.07434,0.28429,0.01616,0.0078,0.04781,0.05284,0.03463,0.0097,0.12429,0.09627,0.38047,0.00414,0.26246,0,0.48556,0.00603,0.09164,0.05976,0.00741,0,20.9605,0.01122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0.00114,0,0.01033,0,0.01072,0,0,0.01037,0.00543,0.00659,0,0,0,0.00572,0,0,0,0.00062,0,0,0,0,0,0,0,0,0.00908,0.03314,0,0,0,0,0,0.00591,0.00159,0,0.00984,0,0,0.00049,0.0318,0.14577,0.01034,0,0.01789
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0.00068,0,0,0,0,0,0.07069,0,0.02353,0,0.02921,0.00033,0,0,0,0,0,0.01191,0.03112,0.00567,0.01292,0.07675,0,0.0065,0.00505,0,0,0,0.02092,0.00445,0,0,0.01091,0,0,0.00026,0,0,0.02752,0,0,0.00491,0,0.00593,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,78.11845,2.35585,9.8596,0.1039,0.44714,0.07434,0.27119,39.60372,0.2476,0.20986,0.18741,0.12926,0.13455,63.32352,48.40014,0.07019,37.63967,0.2418,0.02109,0.03064,0.00621,0.01815,0.13463,0.05429,0.07246,92.43342,0.9588,0.09598,0.01606,48.36767,83.21347,0.09154,0.00339,0.13146,89.95056,0.45918,67.044,15.40264,63.87255,0.72309,15.02003,48.98904,75.30252,0.17006,0.99011
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,6.17954,1.76703,19.30034,1.40479,24.30528,0.01123,0.06386,0.71914,21.75922,8.63362,0.18915,4.14058,11.24141,0.41088,4.03856,0.0179,0.46201,6.40773,30.4529,0.01539,0.00938,17.22385,0.01724,18.29203,9.32422,0.20543,3.23361,19.73343,16.26586,3.21323,2.23004,29.81998,22.21055,30.37124,0.23635,18.87176,0.42846,0.03086,10.07369,6.99635,5.35798,4.40012,4.73252,0.01901,13.39343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,5.1114,0.0817,3.50618,51.04245,0.14694,3.19977,0.2686,1.50027,0.09699,65.02288,1.00069,30.66386,28.18777,0.22426,3.3533,14.91225,0.13368,0.04585,0.00692,0.02214,0.00135,0.00483,11.7862,8.33035,0.01655,0.22654,0.06023,0.04846,0.00928,3.20085,0.07486,19.78718,6.01376,15.82102,0.11453,7.57975,0.21024,0.01071,0.01503,19.89364,1.60634,0.00327,0.0723,0.03832,5.17625
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,5.10882,1.19128,0.91623,0,0,21.71551,0.07032,0,0,0,0.00954,1.92442,0.01906,0,0,0.00852,0.67231,9.77066,0,0,1.76671,0,0,0,0,1.45796,0,1.177,0,0,0,0,0,0,0.08691,0,0.03769,0,0,0,0,0,0.05048,0.00124,0.00566
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.78149,1.20114,1.54341,1.60615,1.26774,0.04733,2.80521,0.48728,14.56581,4.25741,0.26159,0.71551,4.29318,0.11384,0.37681,0.07551,0.88895,15.21321,10.31833,25.56792,2.66023,10.37619,1.32985,12.76793,3.22823,0.06923,0.02297,0.21176,1.24836,0.20883,0.05079,0.63915,2.33496,0.22899,0.04965,1.01403,0.08938,0.3395,0.00414,3.7992,3.89851,0.61557,0.14514,4.00193,1.19838
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.7061,1.65635,5.88075,0.01919,6.47637,3.39754,5.9557,8.83155,5.60794,5.60673,5.99005,4.45254,5.16617,5.19187,18.19542,0.48262,0.76898,2.55597,1.00253,3.43741,2.0997,6.55212,0.71282,9.84453,19.63205,0.79465,3.04525,0.95032,2.60779,25.75185,1.13592,6.08689,1.2133,3.14782,0.0293,2.94333,2.43112,8.4498,0.21648,4.09193,18.8366,0.32308,1.73636,26.56674,3.95288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.61208,0.00454,0.55445,0.00607,0.04356,38.83522,0.34428,0.18381,0.02163,0.01208,0.4574,37.90596,0.69434,0.25278,0.63469,21.4006,0.16702,0.03951,0,0.00181,0,0.00348,0.03008,0.00621,0.00761,0.00226,2.87688,0.58078,0,0.01636,0,0.00796,0,0.00672,0.03725,22.49783,0.52188,2.10154,0.00533,0.044,0.02231,0.0025,0.05773,6.88693,0.01057
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0.4825,0,0,0.05958,0,0.3352,0,0.31086,0,0,0.04388,0.01719,0,0.12451,2.23291,0.06331,0.00483,0,0,0.09057,0.13526,0.00429,0.25375,0,0.05575,0,12.65481,0,0,0.23159,0.2429,0,0.03283,0.03724,0.01498,0,0.01043,0.32041,0.16928,0.53239,0.14499,13.09363,0.15892,0.00749,0.02727
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified,0.42962,0.30068,0.60086,0.64884,0.48098,0,4.45891,0.17308,1.65411,0.03233,0.71264,0.12296,0.49114,0.07722,0.31676,0,0.06182,0.32143,0.86293,0.39987,0,1.54372,0,0.10531,0.32986,0,0.05805,0.03212,0.04284,0.49098,0.02506,0.38726,4.06696,1.95743,0.00136,0.03153,0.00472,0,0,1.18972,0.09113,0.15593,0.33234,0.65404,0.64107
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.32206,0.03125,0.24403,0.31717,0.04227,0.03547,0.03942,1.14439,2.26434,0.30124,0.00733,1.6627,0.01236,0.12573,0.54843,0.57065,1.08605,0.01554,1.1841,4.50861,0,0.00144,0,0.62612,3.77159,0.00191,0.2417,1.35029,1.94255,0.11395,0.11827,1.25513,0,1.50212,0.01153,1.33172,0.09763,0.06294,0,0.16106,1.56783,0.86146,0.09673,0,0.57896
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.30602,29.84926,0,0,0.13862,0.14594,0.5305,0.09583,3.07923,0.0595,0.08608,0.80016,0.14959,0.00722,1.35707,0.12189,0.20797,0,0.00775,0.02636,0.55933,0.25209,1.81194,0.07153,1.04766,0.09485,27.55529,7.9179,0.00582,3.05599,0.13176,0.13476,0.02092,0.15985,2.66412,0.28152,0.18154,0.56504,0.06378,0.7482,0,0.12739,1.04627,0.1798,0
