sample,LiJ_2017.metaphlan_bugs_list.stool:nHF409542,LiJ_2017.metaphlan_bugs_list.stool:nHF411719,LiJ_2017.metaphlan_bugs_list.stool:nHF411741,LiJ_2017.metaphlan_bugs_list.stool:nHF511704,LiJ_2017.metaphlan_bugs_list.stool:nHF512818,LiJ_2017.metaphlan_bugs_list.stool:nHF512829,LiJ_2017.metaphlan_bugs_list.stool:nHF611623,LiJ_2017.metaphlan_bugs_list.stool:nHF611710,LiJ_2017.metaphlan_bugs_list.stool:nHF612722,LiJ_2017.metaphlan_bugs_list.stool:nHM410714,LiJ_2017.metaphlan_bugs_list.stool:nHM410727,LiJ_2017.metaphlan_bugs_list.stool:nHM410833,LiJ_2017.metaphlan_bugs_list.stool:nHM411801,LiJ_2017.metaphlan_bugs_list.stool:nHM412703,LiJ_2017.metaphlan_bugs_list.stool:nHM412716,LiJ_2017.metaphlan_bugs_list.stool:nHM412839,LiJ_2017.metaphlan_bugs_list.stool:nHM412844,LiJ_2017.metaphlan_bugs_list.stool:nHM510732,LiJ_2017.metaphlan_bugs_list.stool:nHM510737,LiJ_2017.metaphlan_bugs_list.stool:nHM510831,LiJ_2017.metaphlan_bugs_list.stool:nHM511615,LiJ_2017.metaphlan_bugs_list.stool:nHM511712,LiJ_2017.metaphlan_bugs_list.stool:nHM511717,LiJ_2017.metaphlan_bugs_list.stool:nHM511720,LiJ_2017.metaphlan_bugs_list.stool:nHM511730,LiJ_2017.metaphlan_bugs_list.stool:nHM511735,LiJ_2017.metaphlan_bugs_list.stool:nHM511738,LiJ_2017.metaphlan_bugs_list.stool:nHM511813,LiJ_2017.metaphlan_bugs_list.stool:nHM511821,LiJ_2017.metaphlan_bugs_list.stool:nHM512705,LiJ_2017.metaphlan_bugs_list.stool:nHM512802,LiJ_2017.metaphlan_bugs_list.stool:nHM512806,LiJ_2017.metaphlan_bugs_list.stool:nHM512811,LiJ_2017.metaphlan_bugs_list.stool:nHM512828,LiJ_2017.metaphlan_bugs_list.stool:nHM512834,LiJ_2017.metaphlan_bugs_list.stool:nHM611708,LiJ_2017.metaphlan_bugs_list.stool:nHM612607,LiJ_2017.metaphlan_bugs_list.stool:nHM612709,LiJ_2017.metaphlan_bugs_list.stool:nHM612724,LiJ_2017.metaphlan_bugs_list.stool:nHM612743,LiJ_2017.metaphlan_bugs_list.stool:nHMX11726
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,8.22823,0,0,5.42329,3.84995,0,0,0.40974,4.72765,2.06794,0.89809,3.27654,0.04474,3.64098,4.26746,1.63628,4.15418,3.13671,0,0,1.5713,9.49741,3.07704,0,2.2799,0.5533,1.32797,0.37959,0.77905,1.96616,0.15964,0,0.56075,0.00241,1.76431,1.36531,0,0.01867,2.90009,3.75405,0.44792
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,2.96365,0.65825,0,3.77103,4.20845,0.00407,0.40502,0.52021,1.84961,1.27414,0.16533,0.67583,0,0.50174,2.15873,2.94113,2.23112,0.2243,0.78709,1.51765,1.09449,4.32672,1.1905,0.41252,0.93029,0.7955,0.8213,0.23698,1.70273,0.58995,0.06792,0,1.44448,0.00595,0.10668,1.63285,1.02105,0.00378,5.16498,0.40963,0.34891
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,48.15901,4.09522,0.00769,2.50376,4.49698,20.63134,0,7.54028,44.97054,4.32957,27.93644,1.77761,0.00855,25.8182,46.3297,12.98563,12.1702,31.5306,2.26388,0.11752,1.27864,1.44451,3.82268,0,15.94656,0.40685,6.69626,9.5094,2.71552,19.82472,1.24159,0.1735,13.13638,0.30953,0,17.05518,13.15513,0.03826,19.06028,9.25628,9.32605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,1.44733,19.37422,9.30906,2.07002,42.93263,0.00364,32.37387,15.87183,8.36462,6.32913,5.06865,26.70821,10.21704,22.94366,26.41193,33.05458,7.98572,29.18694,4.09008,49.99176,49.43765,30.77861,14.80145,49.53551,18.3736,33.89322,25.9287,4.17297,21.81225,23.29464,8.80858,0.03898,10.17169,8.37685,65.83793,16.05965,35.27089,9.28985,25.23765,13.74453,4.65466
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,2.14551,0.24635,0.11991,1.25803,0.41652,0,0,1.21185,0.18223,0.37691,3.40344,0.74514,0,1.76615,0.80953,0.04536,14.75365,0.54308,0.40047,0.17515,0.14844,0.16546,0.31089,0.30161,2.09858,0.48235,0.05907,1.11759,4.66115,0.46872,0.04508,0.15934,0.9483,0.10989,1.3146,0.33477,0.8404,0.05001,0.73783,2.29043,2.28371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.22144,0.08659,0,1.1853,1.05047,0.33614,0.15736,0.01559,0.09234,0.01729,0.03233,0.213,0.0098,0.16779,0.02749,0.00888,0.12674,0.0246,0.00187,0.12624,0,0.65386,0,0.09484,0.23327,0.1638,0.10283,0.01094,0.65147,0.07682,0,0.32268,0.21154,0,0.00675,0.00862,0.01142,0.55357,0.11929,0.28879,1.43157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,2.25804,1.85159,2.09148,1.04741,1.01077,0.04678,7.3884,2.59596,0.22273,0.80514,2.01851,1.31561,0.38203,3.56052,0.14564,0.42291,9.81577,0.02766,0.13014,0.31821,8.8923,0.53882,0.31132,10.61902,0.72149,0.08376,0.96903,2.21124,7.58764,0.36888,1.63526,5.19117,4.93887,2.65478,4.73398,1.93638,11.41744,19.69459,0.2939,9.70552,4.032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,1.45206,0.147,0.07178,0.37794,0.10001,0.29884,0.16071,0.18589,0.03549,0.03308,0.24536,0.11254,0.32624,0.14351,0.44167,0.00501,2.74743,0.02071,0.12471,0.28411,0.08944,0.03245,0.05128,0.25916,0.04161,0.01858,0.07248,0.30885,0.92906,0.04408,0.02851,0.52254,0.40323,0.13695,0.07936,0.10404,0.02267,0.3827,0.17178,0.25667,0.26649
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0.00599,0.83599,2.95632,0.36033,0.06254,0,3.53164,8.23032,0.02929,0.25355,0.459,0.07312,0.02234,2.62844,1.42581,0.04307,6.95747,0.12235,0.0202,0.02562,1.52839,0.09113,0.4402,3.0395,1.37714,0.13323,0.06613,3.56538,0.08976,0.17815,0.47726,0.03523,9.40634,0.32502,3.70656,0.69793,7.77004,0.07235,0.75149,0.16577,2.16439
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.25071,0.0266,0.00891,0.28295,0.03486,0.19328,0.02016,0.02097,0.04521,0.06598,0.01429,0.0268,0,0.00405,0.34652,0.00802,1.19919,0,0,0.09669,0.03528,0.14716,0.00255,0.03648,0.05576,0.01006,0.03149,0.64381,0.34074,0.00951,0.02547,0.03106,1.35273,0.0201,0.10649,0.04645,0.01242,0.04497,0.14048,0.34478,0.29242
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,0.08355,0.00539,0,0.18139,0.41556,0,0.62382,0.016,0.06583,0.00771,0,0.20318,0,0.02992,0,0,0.06549,0,0,0.08377,0.04806,0.48923,0,0.04172,0,0,0.01363,0,0.02896,0,0,0,0.05994,0,0.01136,0.23343,0.02231,0,0.03819,0.02878,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0.24601,0.03766,0,0.14315,0.17966,0.9201,0.01172,0.00302,0.03033,0,0.00708,0.21289,0,0.03439,0.0466,0.00062,0.12019,0,0,0.00365,0.13181,0.07185,0.05041,0.0548,0.01971,0.01726,0.02942,0.00077,0.06296,0.02316,0,0,0.0095,0,0.03821,0,0.03369,1.4717,0.10657,0.02875,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname,0.00595,0,0,0.09894,0,0.77531,0,0,0.01818,0,0.00464,0,0,0,0,0,0,0,0,0.03373,0,0.03068,0,0.00976,0,0,0,0,0.03303,0,0,0,0,0,0,0,0.01006,0.34973,0.0143,0.00247,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0.09847,0.0446,0,0.07593,0,0,0.04194,0.02644,0.05997,0.30925,0.04858,0.09259,0,0.09285,0.34049,0.0038,0.07912,0.03184,0.0077,0,0.09564,0.34453,0.01181,0.04363,0.21774,0,0.06448,0.02924,0.07141,0.09177,0,0,0.03059,0,0,0.0166,0.06489,0,0,0.14405,0.06155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,0,0.93467,0.0278,0.0756,0,0.39886,0.54358,0.78195,0.31439,0.20546,0.16419,0.00505,0,0.82537,0.15867,0,0.02163,0.17692,0.41373,1.71108,0.08013,0,0.07046,0,0.66678,0.02719,0.42671,0.81947,0.01624,0.03563,0.07512,0.04238,1.9796,0.74954,0.64909,0.79617,0.27871,0,0.02934,0.07181,0.24009
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea,0,0,0,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,0,0.04044,0,0.01099,0.01499,3.42126,0,0,0,0,0,0,0,0,0,0,0,0,0.98236,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0.00708,0,1.65236,0,1.14692,0.01089,0,0.02533,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0,0,0,0.01089,0.00292,0,0.03674,0,0.01854,0.08518,0.01947,0,0,0.01362,0.04265,0.07446,0.01072,0,0,0,0,0.00893,0.16147,0,0.01103,0.26059,0,0.00206,0,0,0.0239,0,0.02081,0,0,0.03547,0,0,0.29989,0.07782,0.0081
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Alpharetrovirus,0,0,0,0.00954,0.01435,0,0.10535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0,0,0,0,0,0.01376,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,0,0,0.00875,0,0,0,0,0,0,0.01135,0,0.02824,0.01255,0,0,0,0,0,0,0.01713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,0,0,0,0.00791,0,0,0,0.00523,0,0,0.05897,0,0,0.00176,0.00675,0,0,0,0,0,0,0,0.04757,0,0,0,0,0.0082,0,0,0,0,0,0.0254,0,0,0,0.01549,0,0,0.02606
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,1.25663,0,0,0.00522,0,0,0,0.3328,0.01365,0,1.0234,0,0,0.56568,0.17802,0.00877,0.74333,0,0,0,0,0,0.34897,0,0.69821,0,0.57356,0.79838,0,0,0,0,0.56246,0.09518,0.03479,0.19898,0.34542,0,0.01563,0.74643,0.46759
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname,0,0,0,0.00508,0.00132,0.00137,0,0.01021,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0.00865,0,0,0,0.02788,0.11458,0,0,0,0,0,0.01389,0,0,0,0.00252,0,0.00714,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified,0,0,0,0.00301,0.52973,0,0,0,0,0,0,0,0,0,2.024,0,0,0.15683,0,0,0,0.88892,0.19426,0,0,9.03951,0.08707,0,0,5.54577,0.25985,1.52805,0,0,0,0,0,0,9.34769,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,0.25013,0,0.38917,0.00109,0,0.07823,0,0.00848,0.24421,0,1.30166,0,0.03404,0.00533,0.00296,0.07722,0.01214,12.8052,0.00543,0,0.04747,0.69514,2.08666,0.23924,0,2.24997,0.08572,0,0.07078,0.64117,0,1.31361,0.333,0.10411,0,0,0.187,0.01379,0,0.28809,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0,9.18847,0.2155,27.47348,20.35046,0,0.00746,0.21308,19.1353,0.23956,1.86509,0,0.06983,5.80852,0.10158,0,0,0.54641,0.00344,0.8021,5.56185,0,0.0874,0,1.71851,0.27594,0.54913,1.41388,0.04958,0.27229,0.02374,0.00219,19.80633,1.51038,0.00572,4.81473,0,0,14.35899,2.59928,0.85728
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,3.51555,0.12987,0.01968,23.07042,0.15323,0.6495,0,0,0.47186,0.15349,0.28732,7.28346,25.18322,1.74698,0.00296,0.0241,0,0.78661,0.23997,0.29772,0.0916,0,3.13281,0.1285,0.03782,0.48496,0.54331,0.05603,14.3567,0.05918,0.07199,0.57089,0.0295,0.00443,0.3932,0.19554,0.14514,0.6555,0,3.90075,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,3.40192,0.18988,0.01219,22.2885,0.19257,0.93943,0,0,0.28805,0.17435,0.38606,5.2164,27.51816,0.90746,0.00443,0.04485,1.50122,0.34528,0.47658,0.35899,0,0.01319,0.08466,0.11928,0.04135,0.90749,0.53532,0.20477,22.8905,0.06068,0.06782,1.42463,0.07578,3.38088,0.41617,0.11849,0,1.08571,0,5.0176,0.40273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,2.63022,0.19777,0.25053,5.71091,1.59744,0,2.32359,1.46538,0.30637,0.88001,2.28646,0.19685,0.57075,1.57758,3.79418,1.99222,0.47019,3.02664,0.29767,3.22183,4.23635,7.92717,1.45931,0.55056,4.22938,1.42467,0.86449,1.93802,1.26257,0.81997,0.53432,0.00218,3.94888,1.07465,3.32988,3.45726,3.96132,0.57204,2.85499,3.91265,1.86476
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified,7.48453,0,0,4.93288,3.71349,0,0,0.40974,4.32986,1.91061,0.74505,3.11761,0.04474,3.58304,3.99712,1.57625,3.88685,2.99361,0,0,1.5713,8.93561,2.90544,0,2.27013,0.50164,1.25224,0.34047,0.71355,1.6941,0.15142,0,0.49292,0.00241,1.70537,1.31737,0,0.01867,2.81008,3.7408,0.37708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified,2.96365,0.65825,0,3.77103,3.81517,0.00407,0.40502,0.52021,1.84961,1.27414,0.16533,0.67583,0,0.50174,2.15873,2.94113,1.51037,0.2243,0.78709,1.51765,1.09449,4.32672,1.1905,0.41252,0.93029,0,0.8213,0.23698,1.70273,0.58995,0.06792,0,1.44448,0.00595,0.10668,1.13834,1.02105,0.00378,5.16498,0.40963,0.34891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,1.44733,19.37422,9.30906,2.07002,42.93263,0.00364,32.37387,15.87183,8.36462,6.32913,5.06865,26.70821,10.21704,22.94366,26.41193,33.05458,7.98572,29.18694,4.09008,49.99176,49.43765,30.77861,14.80145,49.53551,18.3736,33.89322,25.9287,4.17297,21.81225,23.29464,8.80858,0.03898,10.17169,8.37685,65.83793,16.05965,35.27089,9.28985,25.23765,13.74453,4.65466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA,0,0,0,1.64642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,1.77377,0.13246,2.09148,1.04741,0.0509,0,6.35422,0.14039,0.20643,0.5113,0.27207,0.12924,0,1.31449,0.11647,0.32658,0,0.02766,0.02955,0,0.12661,0.36529,0.29399,0.5073,0.05965,0.01303,0.05992,0,0.00737,0.20212,0.05988,0.00995,0.12335,0,0.33918,1.46526,3.03913,0.23514,0.16852,0.44135,0.07551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,10.38883,0,0,0.82513,0,0,0,0.93861,7.1603,1.25219,1.37578,0,0,7.01281,5.755,6.27358,3.86285,7.1715,0.2134,0.05345,0,0,0.15062,0,0.94046,0.22499,2.04722,1.58365,0.12304,0.41126,0.33726,0,4.61902,0,0,6.64842,8.68128,0,6.56861,4.79503,1.10208
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified,18.27201,0,0.00769,0.8226,0,4.92104,0,0,13.46335,0,0,1.77761,0.00855,0,0,4.99701,5.11102,0,0,0,0.52281,0,1.65232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775,0,2.53805,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0.88204,0.04411,0.18551,0.79163,0.16338,0,0,1.07835,0.62248,0.06017,1.5982,1.43761,0.08322,0.46735,0.15992,0.02506,2.84878,0.04619,0.04467,0.10864,2.73611,6.40049,0.00789,0.54012,0.03233,0.55278,0.08211,0.54932,0.01991,0.04751,0.06089,0.05307,0.60598,0.49746,0.31552,0.53869,16.78339,0.00401,0.87717,2.01577,0.91831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,0.02647,0,0,0.78447,0.03429,0.19939,0,0.00157,0.01714,0,0.0011,0.02067,0.00198,0,0.00315,0,0.00227,0.00128,0.00187,0.01633,0,0.24407,0,0.02656,0.00266,0,0.00188,0,0.00765,0,0,0,0.01071,0,0,0,0,0.44563,0.00319,0.03746,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,0.99063,0.13371,0.0896,0.76273,0,0,0,0,0.18223,0,0,0.03913,0,0,0,0,0,0,0,0.02392,0.14844,0.11114,0,0.28879,0,0,0.00781,0.33813,4.20423,0,0.00692,0.08892,0.84126,0,0,0,0,0.02581,0.39398,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,0,0.57221,0,0.64033,4.4148,15.71031,0,1.14012,22.42623,0.00078,5.8514,0,0,1.0018,1.27569,0.94263,0.54742,1.36145,0.06233,0,0.64067,0,0.42501,0,1.09162,0,0.43545,0.16429,1.66638,3.96351,0.38741,0.11834,0,0.00374,0,0.45735,0,0.02289,0.9214,0.97972,3.45448
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0.7437,0,0,0.49041,0.13646,0,0,0,0.39779,0.15732,0.15304,0.15894,0,0.05794,0.27033,0.06003,0.26733,0.1431,0,0,0,0.5618,0.1716,0,0.00977,0.05166,0.07573,0.03912,0.06549,0.27206,0.00822,0,0.06783,0,0.05894,0.04794,0,0,0.09001,0.01325,0.07085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,0,0,0,0.45519,0,0,0,1.04314,0,0.35833,2.78213,0.4629,0,1.64952,0.72471,0.02977,7.92749,0.52146,0.29916,0,0,0,0.28329,0,1.90901,0.42244,0.00144,0.45444,0.07697,0.46014,0.02372,0,0.02458,0.10023,1.2092,0.27955,0.72048,0.015,0.30295,1.87586,2.1938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0,0.03558,0,0.25278,0.048,0.16899,0,0,0,0,0.00069,0.04255,0.29258,0,0,0,0.98008,0,0.00204,0.16875,0.00463,0,0,0.04841,0,0,0.02381,0,0.76042,0,0,0.22122,0,0,0.00484,0.05238,0,0.34069,0,0.03576,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum,0,0,0,0.23968,0,0,0,1.24371,0,0,0.03118,0,0,0,0.02206,0,0,0,0,0,0,0,0,0,0,0.02428,0.02692,0,0,0,0.01259,0,2.47169,0,0,0,0,0,0.72824,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme,0.07448,0.02035,0,0.19026,0,0,0.08597,0.00976,0.046,0.01729,0.01637,0,0,0.02715,0,0.00888,0,0,0,0.02161,0,0.17909,0,0,0.12405,0.02294,0.02319,0.00345,0.10267,0.04019,0,0,0.01412,0,0,0.00414,0.0087,0.00764,0.05254,0.04719,0.00182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA,0,0.00552,0,0.18574,0.00998,0,0,0.01593,0.005,0,0,0,0,0,0.32277,0,0.85407,0,0,0.01759,0,0,0,0,0,0,0.0044,0.50136,0.00916,0,0,0,1.31343,0.00654,0,0.016,0,0.0024,0.09286,0.20063,0.21938
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified,0.08003,0.00539,0,0.15513,0.41238,0,0.61579,0.016,0.05943,0.00771,0,0.19467,0,0.02992,0,0,0.06549,0,0,0.08194,0.04806,0.4731,0,0.04172,0,0,0.01363,0,0.02896,0,0,0,0.05695,0,0.01136,0.1759,0.02231,0,0.03819,0.028,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,0.24601,0.03766,0,0.14315,0.17966,0.9201,0.01172,0.00302,0.03033,0,0.00708,0.21289,0,0.03439,0.0466,0.00062,0.12019,0,0,0.00365,0.13181,0.07185,0.05041,0.0548,0.01971,0.01726,0.02942,0.00077,0.06296,0.02316,0,0,0.0095,0,0.03821,0,0.03369,1.4717,0.10657,0.02875,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,0.06498,0.06274,0,0.13296,0.84864,0.0786,0.01779,0,0.0234,0,0.01003,0.18604,0.00485,0.02892,0.00336,0,0.10742,0,0,0.0391,0,0.08857,0,0.06827,0.10656,0.13601,0.01399,0.00749,0.22375,0.01063,0,0.23458,0.01995,0,0.00036,0,0.00272,0.06185,0.03684,0.12794,0.00391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,1.44213,0.03564,0.06251,0.12516,0.0157,0.09894,0.02305,0.11849,0.03549,0,0.17593,0.05804,0.03366,0.07481,0.43497,0,1.61134,0.02071,0.09496,0.09661,0.06125,0.02396,0.0471,0.16568,0,0,0.03186,0.28956,0.05353,0.04408,0,0.19117,0.28271,0.12538,0.03451,0,0.01873,0.01801,0.14078,0.16898,0.22173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis,0,0,0,0.12123,0,0,0,0.00278,0,0.13108,0.04624,0,0,0.00256,0.02913,0.14459,0.00121,1.99207,0.00034,0,0,0,0.67523,0,0.12655,0.02044,0.18934,0.05532,0.00446,0.04169,0.00124,0,0.21016,0,0,0.14583,0.65881,0,0.92755,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0,0.82887,0.53034,0.10191,0,0,0.04466,5.08246,0,0.02411,0.05016,0,0,0.07993,0.06578,0.00588,0,0.01832,0.0202,0,1.47654,0.09113,0,2.6859,0.01802,0.07329,0,1.12422,0,0.03538,0.03911,0,0.66444,0,0.04315,0.04766,7.75848,0.07235,0,0.15256,0.23003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,0.00595,0,0,0.09894,0,0.77531,0,0,0.01818,0,0.00464,0,0,0,0,0,0,0,0,0.03373,0,0.03068,0,0.00976,0,0,0,0,0.03303,0,0,0,0,0,0,0,0.01006,0.34973,0.0143,0.00247,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,0.14769,0.00946,0,0.06855,0.00249,0,0,0.33192,0,0.10127,0.90983,0,0,0.2757,0.52703,0.20931,2.6201,0.30507,0.00777,0,0,0,0.00522,0,0.14209,0.00406,0,0.25205,0.00218,0,0.00794,0,0.42794,0,0,0.15255,0,0,0.44532,0.90231,0.09851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,1.54971,0.04649,0.02588,0.06656,1.0815,0,0,0.27314,1.40656,0.06764,0.34016,0.22312,0,0.14342,0.09313,0.01318,11.41878,0.00586,0.06254,0.22736,0.05562,0.06755,0.0227,0.49115,0.34807,0.01316,0.08933,0.0612,0.85817,0.02064,0,0.43064,0.65398,0.02616,0.40577,0.00635,1.93678,0.00016,0.29335,0.06285,1.03623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0,0.65131,0,0.0629,0,0.0927,0.1858,0.39652,0,0.14822,0.00622,0,0,0.66515,0.04769,0,0,0.07242,0.40597,0,0,0,0.01381,0,0.60126,0,0.10386,0.23064,0.01624,0.02299,0.06295,0,1.49288,0.10103,0,0.76873,0.20218,0,0,0,0
