sample,HanniganGD_2017.metaphlan_bugs_list.stool:MG100155,HanniganGD_2017.metaphlan_bugs_list.stool:MG100156,HanniganGD_2017.metaphlan_bugs_list.stool:MG100157,HanniganGD_2017.metaphlan_bugs_list.stool:MG100158,HanniganGD_2017.metaphlan_bugs_list.stool:MG100159,HanniganGD_2017.metaphlan_bugs_list.stool:MG100161,HanniganGD_2017.metaphlan_bugs_list.stool:MG100162,HanniganGD_2017.metaphlan_bugs_list.stool:MG100163,HanniganGD_2017.metaphlan_bugs_list.stool:MG100164,HanniganGD_2017.metaphlan_bugs_list.stool:MG100165,HanniganGD_2017.metaphlan_bugs_list.stool:MG100166,HanniganGD_2017.metaphlan_bugs_list.stool:MG100167,HanniganGD_2017.metaphlan_bugs_list.stool:MG100168,HanniganGD_2017.metaphlan_bugs_list.stool:MG100169,HanniganGD_2017.metaphlan_bugs_list.stool:MG100170,HanniganGD_2017.metaphlan_bugs_list.stool:MG100171,HanniganGD_2017.metaphlan_bugs_list.stool:MG100172,HanniganGD_2017.metaphlan_bugs_list.stool:MG100173,HanniganGD_2017.metaphlan_bugs_list.stool:MG100174,HanniganGD_2017.metaphlan_bugs_list.stool:MG100175,HanniganGD_2017.metaphlan_bugs_list.stool:MG100176,HanniganGD_2017.metaphlan_bugs_list.stool:MG100177,HanniganGD_2017.metaphlan_bugs_list.stool:MG100178,HanniganGD_2017.metaphlan_bugs_list.stool:MG100179,HanniganGD_2017.metaphlan_bugs_list.stool:MG100180
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885,0,0.37527,0.22588,0,0,0,0,0,0.16021,0,0,0,0,0,0,0.00979,0,0,0.25649,0,1.89,0,0.00648,0.17564,0.01897
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465,0,0,0.01572,0,0,0,0,0,0,0,0,0.23349,0,0.94195,0,0.21084,0,0,0,0.00429,0.28906,0,0.53511,0.45675,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365,0,0,0,0.07916,0,0,0,0,0,0.41553,0.20825,0,0,0.03468,0,0,0,0,0.02322,0,0,0,0.44757,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195,0,0,0,0.01499,0.53143,0,0,0,0,0,0.00333,0,0,0,0,0,0,0.09455,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505,0,0,0,0,0,0,0.05487,0,0.02652,0,0.73434,0.01326,0,0.78131,0,0.11283,0,0,0.12191,0,0.00963,0,0.23897,0.04854,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum|t__GCF_000371425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,0,0,0,0.02658,0,0.00763,0,0,0,0.22505,0.06779,0,0,0,0,0,0,0,0.02542,0,0.15544,0,0.01469,0,0.03569
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923,0.06983,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10529,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923,0.06983,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1,0,0,0,0,0,0,0,0,0,0,0,4.75925,0,0,0,0,0,0,0,0,0,0,1.64215,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61403,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0,0,0.21704,0,0,0,0,0,0,0,0,0.44196,0,0,0,0,0,0.00187,0.01422,0.20684,0,0,0.05094,0.46693,0.24916
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0,0,0,0.01635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11613,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10529,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923,0.06983,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0,0,0,0,0,0,0,0,0,0,0,0.04564,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0,0,0,0.02302,0,4.57903,0,0,0,0,0.00225,0,0,0,0,0.03156,0,0,0,0,0.97079,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595,0,0,0,0,0,0,0,0,0,0,0,4.75925,0,0,0,0,0,0,0,0,0,0,1.64215,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__Bifidobacterium_animalis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61403,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185,0,0,0.21704,0,0,0,0,0,0,0,0,0.44196,0,0,0,0,0,0.00187,0.01422,0.20684,0,0,0.05094,0.46693,0.24916
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175,0,0,0,0.01635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11613,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__GCF_000173795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10529,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__GCF_000091725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923,0.06983,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__GCF_000178255,0,0,0,0,0,0,0,0,0,0,0,0.04564,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens|t__Ruminococcus_flavefaciens_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified,0,0,0,0.02302,0,4.57903,0,0,0,0,0.00225,0,0,0,0,0.03156,0,0,0,0,0.97079,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23528,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23528,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23528,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__Pseudomonas_fragi_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0,0,0.01677,0,0,0,0,0,0.101,0.12269,0,0,0,1.42414,0,4.97272,0,0.19376,0.18094,0,0,0.3271,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,0,0,0,0.05014,0.3061,0,0,0,0,0,0,0,0.32289,0,0,0,0,0,0,0.01467,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified,0,0,0.01677,0,0,0,0,0,0.101,0.12269,0,0,0,1.42414,0,4.97272,0,0.19376,0.18094,0,0,0.3271,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__GCF_000012545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485,0,0,0,0.05014,0.3061,0,0,0,0,0,0,0,0.32289,0,0,0,0,0,0,0.01467,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0,0,0,0,0.06155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0,0,0,0,0.06155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03566
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,0,0,0.08833,0,0,0.03631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,0,0,0,0.67846,0,0,0.59364,0.61465,0.05222,0,0,0,0.09218,0,0,0,0,0,0,0.26016,1.02297,1.24511,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,0,0,0,0,0.06155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20217,0,0,0,0,0,0,0.25919
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__Streptococcus_mutans_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20217,0,0,0,0,0,0,0.25919
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,0,0,0,0,0,0.07179,0,0.75295,0,0,0,0,0,0,0,0.03312,0,0,0,0,0,0,0.08246,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45,0,0.00505,0.01652,0.03275,0,0.04657,0,0,0,0,0,0.06404,0,0.01908,0,0,0,0,0,0,0.0063,0.04936,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,0,0,0,0,0,0.07179,0,0.75295,0,0,0,0,0,0,0,0.03312,0,0,0,0,0,0,0.08246,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45|t__GCF_000242175,0,0.00505,0.01652,0.03275,0,0.04657,0,0,0,0,0,0.06404,0,0.01908,0,0,0,0,0,0,0.0063,0.04936,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified,0,0,0,0,0,0.07179,0,0.75295,0,0,0,0,0,0,0,0.03312,0,0,0,0,0,0,0.08246,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus|t__GCF_000247775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0,0,0.0252,0,0,0.00826,0,0,0,0,0.33768,0.04131,0,0,0,0,0.07809,0,0,0.02573,0.20147,0,0.12727,0,0.04123
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified,0,0,0,0,0,0.00826,0,0,0,0,0,0.00855,0,0,0,0,0.07809,0,0,0.02573,0,0,0.08517,0,0.04123
k__Viruses,0,0.24705,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0.09664,0,0
k__Viruses|p__Viruses_noname,0,0.24705,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0.09664,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname,0,0.24705,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0.09664,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0.19281,0,0,0,0,0,0,0,0,0,0.00502
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales,0,0.24705,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0.09664,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0.19281,0,0,0,0,0,0,0,0,0,0.00502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.03588,0,0,0,0,0,0,0,0,0,0.02268,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae,0,0.24705,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0.09664,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0.19281,0,0,0,0,0,0,0,0,0,0.00502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0.03588,0,0,0,0,0,0,0,0,0,0.02268,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827,0.06094,0,0,17.78149,0,0,0,0,0,0.07007,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei,0,0,0,0,0,0,0,0,0,0,0.07301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0.19281,0,0,0,0,0,0,0,0,0,0.00502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus,0,0,0,0,0,0.14527,0,0,0,0,0,0,0,0,0,0,0,0.27207,0,0,0,0,0,0,0.03566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,0,0,0,0,0,0,0,0,0,0,0,0,0.03588,0,0,0,0,0,0,0,0,0,0.02268,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0,0,0.01436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06302,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus|s__Porcine_type_C_oncovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,0,0,0,0.07715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827,0.06094,0,0,17.78149,0,0,0,0,0,0.07007,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus|t__GCF_000235705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei|t__Lactobacillus_sakei_unclassified,0,0,0,0,0,0,0,0,0,0,0.07301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0.19281,0,0,0,0,0,0,0,0,0,0.00502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__Streptococcus_anginosus_unclassified,0,0,0,0,0,0.14527,0,0,0,0,0,0,0,0,0,0,0,0.27207,0,0,0,0,0,0,0.03566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__Enterococcus_faecium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0.03588,0,0,0,0,0,0,0,0,0,0.02268,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified,0,0,0.01436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus|s__Porcine_type_C_oncovirus|t__PRJNA14126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified,0,0,0,0.07715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0,0,0,0.00824,0,0.21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified,0,0,0,0,0,0.19844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0,0,0,0.00824,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,0,0,0,0.00824,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025
