sample,VatanenT_2016.metaphlan_bugs_list.stool:G69178,VatanenT_2016.metaphlan_bugs_list.stool:G69225,VatanenT_2016.metaphlan_bugs_list.stool:G78489,VatanenT_2016.metaphlan_bugs_list.stool:G78490,VatanenT_2016.metaphlan_bugs_list.stool:G78494,VatanenT_2016.metaphlan_bugs_list.stool:G78599,VatanenT_2016.metaphlan_bugs_list.stool:G78600,VatanenT_2016.metaphlan_bugs_list.stool:G78624,VatanenT_2016.metaphlan_bugs_list.stool:G78653,VatanenT_2016.metaphlan_bugs_list.stool:G78654,VatanenT_2016.metaphlan_bugs_list.stool:G78655,VatanenT_2016.metaphlan_bugs_list.stool:G78687,VatanenT_2016.metaphlan_bugs_list.stool:G78803,VatanenT_2016.metaphlan_bugs_list.stool:G78804,VatanenT_2016.metaphlan_bugs_list.stool:G78805,VatanenT_2016.metaphlan_bugs_list.stool:G78806,VatanenT_2016.metaphlan_bugs_list.stool:G78823,VatanenT_2016.metaphlan_bugs_list.stool:G78854,VatanenT_2016.metaphlan_bugs_list.stool:G78856,VatanenT_2016.metaphlan_bugs_list.stool:G78857,VatanenT_2016.metaphlan_bugs_list.stool:G78858,VatanenT_2016.metaphlan_bugs_list.stool:G78870,VatanenT_2016.metaphlan_bugs_list.stool:G78871,VatanenT_2016.metaphlan_bugs_list.stool:G80268,VatanenT_2016.metaphlan_bugs_list.stool:G80274,VatanenT_2016.metaphlan_bugs_list.stool:G80288,VatanenT_2016.metaphlan_bugs_list.stool:G80296,VatanenT_2016.metaphlan_bugs_list.stool:G80297,VatanenT_2016.metaphlan_bugs_list.stool:G80312,VatanenT_2016.metaphlan_bugs_list.stool:G80318,VatanenT_2016.metaphlan_bugs_list.stool:G80322,VatanenT_2016.metaphlan_bugs_list.stool:G80347,VatanenT_2016.metaphlan_bugs_list.stool:G80387,VatanenT_2016.metaphlan_bugs_list.stool:G80420,VatanenT_2016.metaphlan_bugs_list.stool:G80424
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,0,0,0.40055,0.41132,0,0,0,2.216,1.83887,0,0.00289,3.38796,0,0,0,0,0.00247,0,0.02578,0.60376,0.9844,1.05763,6.02993,3.59063,1.38891,0.23823,1.72262,0.13961,0.00317,0.59184,15.48826,0.0044,3.7973,1.65056,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,0.10914,13.76058,0.47931,0.05937,0.65564,5.78721,5.00779,2.00561,0.61881,0.05044,0.00777,0.01185,0.04119,0,0.01179,2.66914,1.51149,0.09828,1.16044,0.02516,0.00844,0.04318,1.87202,0,4.86442,5.86889,22.691,0,0.00299,2.66451,9.77496,8.95269,0.0719,0.10081,0.71597
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,0.05543,0.58103,0.0124,2.46712,0.09245,0.14534,0,0.0137,0,0.08588,0.33506,2.65726,0.05153,0.46496,0.01202,0.44807,1.07813,0.08401,0.04215,0.05383,0.04276,0.04528,0.13844,0.39163,0.53152,0.10769,0.07026,0.26646,0.78678,0,0.08772,2.18432,0.02162,0.02852,0.08604
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32983,0,0,0,0,0.01301,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,83.40787,13.46012,30.57128,37.15996,50.87969,42.05316,56.80827,48.06352,47.0906,74.42681,42.50257,25.85635,45.85984,51.06292,52.10458,38.04163,30.87233,18.47135,28.80815,38.35514,29.70542,4.09582,13.98569,3.85204,16.51157,63.67002,49.56757,66.18503,0.0017,53.21784,13.72856,17.65714,43.50449,29.97453,57.40024
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16226,0.10774,0,0,0.3788,0,0,0.08557,0,0,6.22489,0,0,0.00793,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.56551,9.14119,0.72673,1.36244,0.52532,3.57992,1.06437,3.48909,1.55712,3.37986,4.16744,4.8012,2.11161,1.27682,1.34672,1.33003,3.21008,0.43238,14.60163,14.29031,4.934,5.80344,14.52128,6.91765,9.34714,1.1092,1.1387,2.19194,28.5343,1.34009,4.56198,3.43703,13.61401,3.34158,1.56302
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,1.93381,6.94953,3.23214,1.03871,0.52451,0.21752,0.34123,0.86563,0.79125,0.97319,3.03881,0.56182,0.83465,0.82017,1.24422,2.75205,2.13219,0.85116,0.73022,1.90688,0.71477,0.53915,0.73024,0.33219,4.58491,0.18981,0.46539,0.83154,0.02627,0.60346,2.01322,4.27824,0.48116,0.96187,0.12821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03319,0.02638,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0,3.501,24.45824,4.55597,4.52318,0.90595,3.00719,10.66833,5.32556,7.049,17.81806,0.17277,5.76809,4.35612,2.1046,0.00353,3.2854,1.35149,7.50633,9.74521,10.17108,1.32372,0.33519,11.96384,1.69825,0.40028,4.56291,2.86033,0.00077,4.05242,6.16763,25.66606,8.8507,15.19883,7.95825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,0.00858,10.87652,4.08384,0.79456,2.69214,0.75933,5.15584,4.59193,3.5711,2.20236,9.014,17.88001,5.21039,1.62124,2.14534,1.71478,0.44388,3.03963,0.44819,2.93919,1.92989,6.49913,0.64162,0.29955,25.47933,0.54357,5.75184,0.69576,0.00049,5.40994,2.58934,4.54702,1.1984,3.60494,1.69074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,0.35615,1.28511,0.90061,3.46393,6.06616,2.85656,1.78695,2.3413,4.61902,1.36328,0.95469,0.45913,0.8439,12.49094,0.28176,0.29355,2.20847,0.45179,2.60619,1.9274,1.11311,1.3105,1.89361,4.55914,0.48616,0.53314,0.01415,0.24581,0,7.09567,1.61226,6.41638,0.24919,1.75314,8.46243
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0.08074,0.4174,0,0.09274,0,0.09586,0.31121,0.12128,0.14149,0,1.24826,0.37354,0.02297,0,0.02341,0.72272,0.64191,0.15982,0.80419,0.53873,0.00309,0.02036,0.05902,0.45399,0.03883,0,0.42695,0.15832,0.0627,0,0.08836,0.27445,0.08655,0.01407,0.00446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,3.1336,0,2.85124,2.86149,2.40475,1.33583,0.70642,2.67907,1.47719,0.25021,10.62483,1.99605,2.46602,2.92564,5.78587,3.47985,26.62774,0.6955,4.10163,0.46388,10.01317,0.50397,1.73687,0,3.68254,0.49604,0.77601,1.31166,0,2.02932,1.38787,6.07485,2.228,4.98859,3.53765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,0,22.75795,14.2183,2.78928,3.83314,1.48895,7.04169,5.32139,6.13473,5.15979,1.31723,6.86943,6.54892,5.69485,5.27331,3.95824,2.56705,3.33559,7.47829,10.22191,0.9379,2.69453,2.78496,29.37174,6.83187,0.6782,6.69442,5.05277,0.05733,7.92094,8.13926,10.93836,7.56096,5.82266,5.73796
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,0,0.04203,2.7746,0.994,13.26425,3.01672,3.29857,3.29405,8.72308,0.03937,0.03141,7.50633,2.73833,7.4382,1.72486,33.95341,3.02432,3.14617,4.04505,6.27531,3.10932,0.46868,0.77962,0.19991,2.8869,1.32306,0.00328,6.36712,1.71826,0.00342,0.47558,0.44107,0,6.2891,4.71972
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,7.18932,1.0545,2.27801,3.84908,0.29778,0.13867,0.75249,0.05276,0.2316,0.13145,1.76077,0.85661,0.05976,2.38993,1.30378,6.9729,0.58257,0.05402,0.06123,0.15106,0,0.11009,0.03519,0,0.24791,0.0215,0.53617,0.27294,0,0.70718,0.12431,0.21738,0.32033,0.11804,1.51108
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella,0.013,0.36293,0.04654,0.04061,0.0745,0,0.00449,0.01144,0.05353,0.01676,0,0.08369,0.02008,0.05582,0.00832,0.05246,0.02917,0.39198,0.1115,0.22378,0.01774,0.09202,0.15545,0.16569,0.35992,0.18611,0.03943,0.14269,0,0.04933,0.65106,1.00735,0.21671,0.15036,0.04106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,1.39592,2.65744,0.24687,0.97135,1.30325,0.27837,0.19681,0.37895,0.7047,0.22622,0.90906,1.67691,0.40096,0.10449,0.14342,1.10405,0.29446,0.14758,0.91681,0.27327,0.94042,0.15866,0.19895,1.64856,1.25234,0.11401,1.29563,0.34815,0,0.7487,0.58894,2.0279,0.21862,1.20129,0.07346
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0.02521,4.2769,0.00776,0,0.0094,0.00679,0.43172,0.08599,0.56374,0,0,0.08349,0.0373,0.03489,0.03011,0.02425,0.13174,0.98468,0.334,1.54098,0.03027,3.55719,0.27664,0.19912,2.52992,0.06969,0.30209,0.76364,0,0.0645,0.44635,0,0.20524,0.1224,0.0289
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,0.03504,0.03055,0,0,0,0,0,0,0,0.08475,1.17137,0.07966,0.00856,0,0.15724,0.52403,0.20773,0.00452,0,0.0025,0,0.02057,0.04498,0,0.00818,0.02091,0.03768,0.11677,0,0.02001,0,0,0.01128,0.01345,0.03458
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.19586,3.71023,0,0,0,0,0,0,0,0,0.00729,0,0,0,0,0.0079,0.01134,50.98749,0,0,0,65.33051,22.73774,28.08515,13.21569,0,0.00975,0,0.00049,0,21.00176,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01661,0,0,0,0,0,0,0.01093,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01142,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0,4.12662,1.7558,0.27673,0,0.16165,0.3151,0.17125,0.13403,0.05033,0.91966,0,0.14141,0,0.01402,0.08622,0.37824,0.082,0.24955,0.34321,1.1459,0.05245,0.20871,0.53544,0.21463,0.11885,0.0481,0.05114,0.00287,0.15391,0.65445,0.72722,0.15967,0.03803,0.02839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,0.00232,0.38379,0.07119,0.04388,0.02083,0.04393,0,0.33576,0.01076,0.05141,0.32815,0.17378,0.10613,0.03244,0.1512,0,0.06041,0.09842,0.45693,0.13593,0.0188,0.01056,0.04323,0.29194,0.68723,0.01613,0.03031,0.088,0,0.03644,0.07928,0.5083,0.04828,0.05697,0.03423
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus,0,0,0.06132,0,0,0,0,0,0,0,0.03051,0,0.85382,0.08467,0,0.03536,0,0.01912,0,0,0.01752,0,0,1.85422,0,0.02806,0.01772,0.46643,63.30728,0,0.21749,0,0.01279,0.00685,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0.00328,0,0.0032,0,0.0777,0.0013,0,0,0,0.46866,0,0,0,0.02575,0.02157,0.41274,0.02927,0,0.0273,0,0,0,0.08005,0,0.05821,0,0.05388,0.00145,0,0,0,0.15902,0.08045,0.00563,0.0765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,0,0.06448,0.09798,0,0.05974,0.04372,0.03254,0.09567,0.00455,0.26148,0.10692,0.09246,0.07844,0.0217,0.10983,0.151,0.13422,0.02156,0,0.10351,0.18024,0.07878,0.1405,0.23849,0.43695,0,0.03419,0.055,0,0.08216,0.05994,0.16799,0.15629,0.18307,0.15282
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0,0,0,0,0,0,0,0,0,0,0.02924,0,0,0,0,0,0,0,0,0,0,0.02123,0,0,0,0,0,0,0,0,0,0,0.00499,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,0,0,1.47764,1.12938,0,0.00707,1.23432,2.99884,0.03497,0,0,0,0,0,0,0,0.90106,0.08186,0,0,0.81682,0,0,0.74809,0.12176,0.03402,0,0.07714,0,0,0.34769,0.56798,0,5.49382,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,0.05848,0.03083,0.00882,0,0,0,0,0,0,0,0.2689,0,0,0,0.1207,0.14165,0.06727,0,0.00912,0.01507,0.00362,0.00947,0.03409,0,0,0,0.00595,0.01803,0,0.02331,0.33667,0,0.00125,0.00679,0.00041
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0,0,0.40055,0.41132,0,0,0,2.216,1.83887,0,0.00289,3.38796,0,0,0,0,0.00247,0,0.02578,0.60376,0.9844,1.05763,6.02993,3.59063,1.38891,0.23823,1.72262,0.13961,0.00317,0.59184,15.48826,0.0044,3.7973,1.65056,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0.10914,13.76058,0.47931,0.05937,0.65564,5.78721,5.00779,2.00561,0.61881,0.05044,0.00777,0.01185,0.04119,0,0.01179,2.66914,1.51149,0.09828,1.16044,0.02516,0.00844,0.04318,1.87202,0,4.86442,5.86889,22.691,0,0.00299,2.66451,9.77496,8.95269,0.0719,0.10081,0.71597
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0,0.44489,0.0124,2.46712,0,0.09281,0,0,0,0,0.22278,2.23769,0,0.21341,0,0.23082,0.84335,0.08401,0.03466,0.05383,0.04276,0.03853,0.10427,0.21474,0.25081,0.10769,0.07026,0.13741,0.66714,0,0.08772,1.97536,0.01444,0.02852,0.08604
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0,3.68149,0.43636,0.64819,0.10422,2.15276,0.28767,0.72166,0.40948,3.0389,3.97565,4.6251,1.21417,0.78459,1.05615,0.03446,2.23303,0.3303,11.23979,6.49904,1.8438,1.56007,4.69508,2.88872,6.25165,0.43495,1.10382,1.82246,11.58827,0.89119,0.55438,3.32418,2.36505,0.60494,0.79581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.05543,0.13614,0,0,0.09245,0.05253,0,0.0137,0,0.08588,0.11228,0.41957,0.05153,0.25155,0.01202,0.21725,0.23478,0,0.00748,0,0,0.00675,0.03416,0.1769,0.28071,0,0,0.12906,0.11964,0,0,0.20896,0.00718,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_phi7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93367,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,7.69066,0.68026,8.17391,5.99745,0.01647,19.14171,14.74554,35.79545,12.47872,3.02679,1.61913,1.53999,6.51549,24.02411,0.02,0.00746,2.42758,0.00346,3.44608,7.82386,1.62945,0.95336,5.85452,0.60591,0.00208,16.58213,0.0017,0,5.00E-04,11.00995,2.58341,2.11531,0,4.07126,21.22605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.06795,1.42456,2.79728,0.98868,0.18134,0.11878,0.19986,0.53762,0.29375,0.73695,1.95898,0.33506,0.69481,0,0.44219,0.14648,1.8527,0.21782,0.33068,1.06273,0.4717,0.1586,0.45255,0.28806,1.04254,0.02906,0.33954,0.37649,0.00714,0.26464,0.62751,3.23956,0.31799,0.45427,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_P680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13003,0,0,0,0,0,0,0.08557,0,0,0.87478,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0,10.46115,0.11163,17.67404,14.20466,1.96758,2.0107,1.90632,6.91121,2.70474,0.01214,1.81249,0.01716,4.81702,4.55557,0.02017,3.71897,1.73617,1.19545,5.27527,0.0141,0.22972,0.78332,3.24613,0,1.96987,0,19.68486,0,2.05043,1.59451,6.76396,22.64669,0.94757,5.54495
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,57.46244,0.5315,0.64566,0.7154,13.05777,11.89774,0.52967,0.89005,0,13.60994,15.70282,0,1.18289,0.02994,26.59319,0.00751,0.05826,0.21179,0.01465,8.18554,5.42391,0.47734,1.32241,0,0,0,0,0,0,0,4.75354,5.29419,14.29259,0.86066,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03319,0.02638,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0,0,2.97281,6.03391,13.20501,0,0,2.31529,0,0.01448,0.0049,7.50382,3.31628,4.18957,0,0.01894,0.00178,2.10376,0.01049,0,0.35107,0.25834,1.27252,0,0,0.00223,36.2885,0,0.00098,0,0.32017,0,5.15998,0.10866,2.66233
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09451,0,0,0,0,0.01301,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,0,0.09618,17.61547,3.48224,3.55354,0.01462,0.44367,10.34935,4.15704,2.63705,9.11978,0.03026,3.45457,3.39995,0.00414,0.00353,0.96245,0.24175,2.60324,2.40962,8.81931,1.15834,0.02023,11.44242,0.28844,0,3.73979,2.35036,0.00077,2.30112,3.70024,10.72696,7.74981,11.51285,7.27621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,1.86497,4.05625,0.34555,0,0.27526,0.00104,0.0538,0.0539,0,0.12793,0.949,0.21609,0.05397,0.78301,0.66525,2.60463,0.00649,0.55734,0.11438,0.71084,0.0849,0.32055,0.12791,0.02193,3.52099,0.12066,0.09632,0.34964,0.00194,0.08461,0.00668,0.79308,0.09991,0.3312,0.11499
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0,1.87227,0.09734,0.21316,0,0.67053,0,0.00451,0,0.2824,0.04854,0.00862,0.20939,0,0,0.02632,0.14406,0.0793,0.0682,2.08047,1.99792,1.2273,2.50826,2.55592,1.91097,0.33694,0,3.00E-04,10.22793,0,0.01442,0.00193,0,0.02097,0.40409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,0.35615,1.28511,0.90061,3.46393,6.06616,2.85656,1.78695,2.3413,4.61902,1.36328,0.95469,0.45913,0.8439,12.49094,0.28176,0.29355,2.20847,0.45179,2.60619,1.92607,1.11311,1.3105,1.89361,4.55914,0.48616,0.53314,0.01415,0.24581,0,7.09567,1.61226,6.41638,0.24919,1.75314,8.46243
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,0,10.87652,1.25385,0.05203,0.20084,0.12151,0.65352,1.16142,0.47465,0.05858,7.79311,0.12233,4.45142,0.12199,0,0,0.28495,1.64533,0.08495,2.51208,0.00106,1.25867,0.08318,0,12.84987,0.07114,0,0.10097,0,1.0158,0.00509,3.53823,1.1984,0.73601,1.50405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,3.1336,0,2.41075,1.39166,2.38921,1.15954,0,0.62706,0,0,0,0,1.31964,0,4.10542,3.47985,22.82525,0,0,0,7.93546,0.02675,0.60316,0,3.65833,0.49267,0.02849,0,0,0.00091,0.16457,0.06262,1.51412,2.9505,2.46208
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,0.00858,0,0,0.27802,0,0.48661,0,3.06396,0,0,0,0,0,0,0.70829,0,0.11391,0,0.34522,0,0,0,0.29815,0.29955,0,0.33971,0,0.26719,0.00049,1.90516,0,0.45025,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0,22.75795,14.2183,2.78928,3.83314,1.48895,7.04169,5.32139,6.13473,5.15979,1.31723,6.86943,6.54892,5.69485,5.27331,3.95824,2.56705,3.33559,7.47829,10.22191,0.9379,2.69453,2.78496,29.37174,6.83187,0.6782,6.69442,5.05277,0.05733,7.92094,8.13926,10.93836,7.56096,5.82266,5.73796
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23532,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,0.47414,0.04516,5.00E-04,0.54625,0.02669,0.02262,0.01779,0,0,0,0.31426,0.00597,0,0.05953,0.05722,0.083,0.46957,0,0.00877,0.00591,0,0,0.00099,0,0,0,0.02389,0.01654,0,0.00234,0.00767,0.01354,0.02725,0.00498,0.06249
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0,0.08798,0,0.02624,0,0,0,0.00328,0,0,0,0,0.02297,0,0,0.01647,0.0527,0.01191,0.17674,0.48417,0,0.01366,0.05555,0.32947,0.02893,0,0.00202,0.01128,0,0,0.07218,0.03265,6.00E-04,0.01407,0.00405
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0,0.01658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309,0.0067,0,0,0.00364,0,0.00178,0,0.00154,0,0,0,0.00147,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0,0.04203,0.12733,0.05494,1.04342,0.52865,0,0.41656,0,0.02058,0.00601,0.00419,1.22377,3.61124,0,26.43139,0.00256,1.72899,2.13501,1.14369,1.02244,0.02766,0,0.19991,0,0.48211,0,3.54144,0,0,0.20264,0.05611,0,3.3602,1.78352
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,0,0,2.64727,0.93906,12.22083,2.48807,0,2.87749,0,0.0188,0.0254,1.90719,0,3.82696,0,7.52202,0,0,0,0,0,0.44102,0.77962,0,2.8869,0,0.00328,2.82568,0,0.00342,0.27293,0,0,0.97754,2.9362
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,0.08074,0,0,0.0665,0,0.09586,0.31121,0.118,0.14149,0,1.24826,0.03227,0,0,0.02341,0.70625,0.58921,0.12336,0.6061,0,0,0,0,0,0,0,0.42314,0.14703,0,0,0.00169,0.20313,0.03742,0,0.00042
